id,description,offenseType,address,nearestIntersection,references,arrested
15v2uNAanCFXjWj3WAy9ycv87FhLUEvwRf,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Computer Crimes,536 Clove Junction,Jana,,true
19Fc6TyxvtbYoZRRqthC9x2hqXMyryoS8o,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Assault,686 Nobel Terrace,Stang,,true
1LtUuF68m6H7htuCFMrS23u1WyhLBV1wD3,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Public Peace Offense,410 Warner Pass,Gerald,,true
1FqFe8XVsaSEjTPDAjsNCrxqKCT8f31HMn,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Police Information,28 Sunfield Crossing,Katie,,true
1MUuS8w7PFYoCHc8ZgUiWQ6gFB9pyejAuH,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Homicide,51953 Eagle Crest Street,Bowman,,true
19QktrCjW8b9QYgU4pX8pJW99buNMvhe34,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Suspicious Activity,860 Stone Corner Drive,Talmadge,,false
1LJ4tkKkWQdLz1TRVFgLquggMYq5iTWWXW,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Elder Abuse / Neglect,477 Waubesa Parkway,Hovde,,false
1KAK8wsacxuti9xGFmYfrZStdkVxbxMzZB,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Parole Violation,3515 Thompson Point,Lukken,,true
1Fc6RsZP1m8QGL6sVsecdZZN1okbfLrf4t,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Motor Vehicle Offenses,7 Norway Maple Point,Eggendart,,true
1NBaq96Fz2Hcgq8Z7F34RJ2eVjbq5PNKzb,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Robbery,8 Browning Crossing,Waubesa,,false
1NfGjRNqZJUykQ7SS1aALCWZpdUCwAeUPJ,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Child Sexual Images,954 Chive Court,Mariners Cove,,true
1Ae9CPMVNKSGwLdRWfYm63LAwdm5JPPMNY,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Burglary,4 Red Cloud Alley,Monica,,true
122q3Jww4LeGeQp443yutHRTi3Arrt47q8,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Elder Abuse / Neglect,834 Schiller Plaza,Graedel,,true
18UELaup4Taf7Fz4dKWQ4dDBotABKKWMDx,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Burglary,8074 Dexter Center,Grim,,false
16EGzro96f3vx2enUSg3Ayy37Kw6ZnpNPD,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Missing Person,16929 Rigney Point,Gulseth,,true
1hF8JaRkPZUHJ8Aks7io56j4GrKhEWcXm,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Weapons,6466 Truax Junction,Moulton,,true
1L1VL4r25ukbGMqZJUjgJp9txSZYqPRJRh,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Child Sexual Images,3 Redwing Circle,Claremont,,false
1FJpFT2uguqnEXARPinVkZhHzNE3rs3Smg,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Sexual Assault,73598 Gulseth Parkway,Mitchell,,false
13hxA4Vc1fhUGinCSERMf6nH4XSxEo69LC,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Elder Abuse / Neglect,9 Old Gate Trail,Forster,,false
1P5NVXiFAbjQ186dSWL619R2zcCShQAky1,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Weapons,35 Vidon Trail,American,,false
1CGkAkvPp4CkLerTujVoFGqd9TrPq5fU75,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Child Abuse/Neglect,6280 Linden Hill,Butternut,,false
179uY9Dzo1MVK4oe7nLm7WFfYSeozYm4qw,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Terrorism,39 Elka Circle,Johnson,,false
1BnmzMKrH3FYzePMti55wTWyNSx4vubT4y,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Computer Crimes,1412 Northview Trail,Delaware,,true
12xNRCGQxw8Aac2LErtpxdXs62FdfCAPVn,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Theft,1 Butterfield Street,Cambridge,,false
1NPNa97m3eGB6RaMpVwLaWbCSEFnY1qftz,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Parole Violation,6 Magdeline Lane,Victoria,,false
12ys8hcyqh8Z5WFoKX1zQgg7eQitwiRU2v,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Indecent Exposure,19 Tomscot Street,Duke,,false
1EQTRe4BzqpQRpm7mu8VTWu2oiBSTnDCSF,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Civil Issue,32 Raven Way,4th,,false
1E3mARDgbjXNf4T8i9JJXvqn8xQusPMDaB,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Elder Abuse / Neglect,20 American Ash Place,Mayer,,false
1AuPEN7jfdebNsuNCFC4Bn2YeigPtAF9hD,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Homicide,15 Colorado Trail,La Follette,,true
13tYC3U81P4NxsS5Aq72C4x3LX6GH2vSoZ,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Missing Person,006 Cambridge Park,Vermont,,false
15snDGGjpnuw3Ra1x4M9sqzzy4KN6Zxs5M,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Police Information,0 Reinke Way,Stephen,,true
14vzBCLWRq6EZ8SCa7XhFiexZzZKEemhWm,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Parole Violation,96442 Homewood Alley,Carpenter,,true
1Ks9javf8CC61dEsAZxy4XydVdgDU5bapT,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Motor Vehicle Offenses,81938 Clyde Gallagher Center,Manufacturers,,false
17fnW4UkWZj4RsKBbLAXg5xM7UxGYLWgBS,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Harassment,004 Fair Oaks Hill,Sunbrook,,false
1AnfaXquNAm7sBPHPe49MBAhkejhHycizz,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Covid-19,212 Utah Plaza,Messerschmidt,,false
11V8BNMxpzBf6d22HUFz4HQeEdpQHb5fN,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Criminal Trespass,537 Tennyson Hill,Village,,false
1QGLbkAVcDWoCBySE2zHqkuveMS8gQm9mS,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Forgery,26 Kropf Lane,5th,,true
1GcfofGRhPyF1ccjChr6RZKHnDT53nXnLA,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Terrorism,9 1st Junction,Bonner,,false
1133LLwxdpf94ehbtGozTUALevpwps6HYH,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Elder Abuse / Neglect,274 Michigan Avenue,Caliangt,,true
1JBDLw3SGMbnaDv93j6a8gHvcFk3v9vbL7,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Computer Crimes,83030 Starling Trail,Maple,,false
18nmoTxzfTPTfp9vGgBzwVxuuH58RKLgbk,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Motor Vehicle Offenses,77697 Packers Place,3rd,,true
1LAg2bpt66vyCiN4QKL7aP1FfmLMbtbZ2N,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Disorderly Conduct,783 Cordelia Park,Sachtjen,,false
1EA1rpfVD1WAuc8SbLZzG367NFqdzMSs54,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Homicide,20756 Pierstorff Street,Jay,,false
1KyBWQTnGbnap9HrfwBAqCixnc7tzpebvW,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Child Abuse/Neglect,10 Derek Trail,Barby,,false
1LKQEck1PBnuRkzBAqjPg2NSfF1AML7fjb,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Elder Abuse / Neglect,4 Division Way,Killdeer,,true
16AMqsZ1y5e2uZvu3fiU9fedRCPzddaSDu,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Disorderly Conduct,739 Hoffman Center,Esker,,false
1p3HmU15GW2vAWhLitKiu1VC3TPjucdG7,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Child Abuse/Neglect,15 Esch Road,Goodland,,true
19NcZt8iipkd587Yyj4NdxvmhUBtnFiatY,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Wanted Person,7926 School Street,Ludington,,false
1QJq6SJLaSdrH9m4Th7sxyR46UUXmWchKu,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Public Peace Offense,5 John Wall Terrace,David,,true
1Mo7cwBN4qK2p9t8DMoQbP4cBjBx38tQtb,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Wanted Person,7376 Monument Alley,Lawn,,true
1FgmSCDr3RoUYPsTfiDEydSLigp8V3c5Ab,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Computer Crimes,93076 Roth Place,West,,true
1ENVWfSwt18RxCtmSr25H4dhuNnLtJKaRv,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Arson,59658 Victoria Parkway,Blackbird,,true
1BTkFCqqDktXzSjw3EYJAQNniDLykNGttn,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Criminal Mischief,48429 Bluestem Park,High Crossing,,false
1QzckebaLspkt1cCTT77CE1kn35nLzwFp,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Weapons,5 Dixon Center,Arapahoe,,true
15x8LMZhSvCbPUq1kS6jm4dDgA6Yy47kMC,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Indecent Exposure,704 Scott Road,Scott,,true
1ELjNjGLYvvTbSwNyPFXeBa8aqyzkAiHPm,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Robbery,7171 Harper Park,Kingsford,,false
1GRUcnqN4nMdxkWgnGy2mFK8YSfAbHWGen,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Prostitution,0 Florence Junction,Brown,,true
1ASBKfG5k9Kuy4TtTWcAVT6nyLNhr1u6Yd,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Robbery,58572 Talisman Street,Hooker,,true
1JM4wHgRts5kmxULVuKjemrDuLa85hH9iB,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Suspicious Activity,3 Kingsford Street,Moland,,true
1KMseZycZ4TUwRV6ywzyKGqzRmdeBuK28E,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Elder Abuse / Neglect,2 Dixon Pass,Arrowood,,true
12i871QtveMAGwQzZKDr6C2n2SWMJT6pDV,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Burglary,05141 Dahle Way,Farragut,,false
1KLHxxBHMafyeBH6QBppuvGSN7xsNxKEaR,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Harassment,3 Artisan Place,Utah,,false
1ErGrVfu9CfVRpcC93qKLpxcxi8cfCLSrB,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Police Information,0465 5th Plaza,Dryden,,false
1SUjSGpoTqgfkrXQng7awg5prcTiauPs1,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Disorderly Conduct,27880 Lindbergh Crossing,Graedel,,false
1CjhzDjYdmrGVe3cLeD3k82KjfiaLzRuA5,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Weapons,42 Oak Court,Hermina,,true
14c6RCowHQwJ1MLiynjqnaFtBHe3kVQTyg,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Burglary,752 Corscot Lane,Dryden,,true
17FAQS9zx2zWaoj4DtJrSjbsNrebuvYLby,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Homicide,9 Vernon Alley,Forest Run,,false
1BwTryt7wfvHJzRwXoC2uv3s6nSFChcadY,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Forgery,87449 Hoepker Center,Pine View,,true
1DvqifpRQZEnAxiUWamjrqu1e3eYehLtp,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Parole Violation,930 Homewood Drive,2nd,,true
1E7DAfKNP6V2q1SPPqpt7Dt9hfvyaUDxa3,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Criminal Mischief,43 Badeau Hill,Debra,,true
1DHM2xBN3EmQDP3kVmtK6bHfvz1awCb74c,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Suspicious Activity,673 Vermont Crossing,Tomscot,,true
16eoa21kyvRdUYR3Xcc8YkmJqVKHHrmwWS,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Civil Issue,30 Ronald Regan Place,Reinke,,true
1EbZ2TneDzKwLL7GPfFSwmNYsiwcsnJ32i,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Prostitution,506 Prairie Rose Alley,Hooker,,true
1HE13Qp7p1dwuvYCzDBNetjxHZsjrfgADR,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Criminal Trespass,7615 Cambridge Plaza,Sunnyside,,true
1MyJ1eYhHzvxz9VWqFtrcxDWWFPRSkE29a,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Indecent Exposure,5260 Fair Oaks Street,Hovde,,false
16i4VXToZJeM752uorS9KhRJPmbRUaJpw4,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Police Information,899 Beilfuss Circle,Pierstorff,,false
